"","year","age","sex","maritl","race","education","region","jobclass","health","health_ins","wage"
"1703",2007,59,"1. Male","2. Married","3. Asian","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",160.409701962289
"1704",2004,43,"1. Male","1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",45.282169994022
"1705",2005,54,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",114.475713290347
"1706",2009,43,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",126.323880709786
"1707",2008,41,"1. Male","2. Married","2. Black","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",123.089699847943
"1708",2004,48,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",123.823733834101
"1709",2003,33,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",107.903923866876
"1710",2006,23,"1. Male","1. Never Married",NA,"1. < HS Grad","2. Middle Atlantic","1. Industrial",NA,"1. Yes",81.2832532842527
"1711",2003,39,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",109.833985642199
"1712",2005,53,"1. Male","2. Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",70.4760196469445
"1713",2005,30,"1. Male","2. Married","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",104.921506533664
"1714",2009,25,"1. Male","1. Never Married","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",115.375038556391
"1715",2009,31,"1. Male","1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",109.833985642199
"1716",2003,43,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",81.2832532842527
"1717",2008,55,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",166.324941233877
"1718",2006,56,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",117.146816914805
"1719",2004,26,"1. Male","1. Never Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",81.2832532842527
"1720",2005,30,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",141.775856466307
"1721",2004,48,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","2. No",78.3924668009837
"1722",2004,33,"1. Male","4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",55.0697284222779
"1723",2004,45,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",99.6894636984864
"1724",2003,42,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",120.589436530402
"1725",2006,51,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",148.413159102577
"1726",2007,48,"1. Male","4. Divorced","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",97.4932940453934
"1727",2003,33,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","2. No",111.720849360989
"1728",2008,40,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",87.9810327856054
"1729",2007,23,"1. Male","1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good",NA,81.2832532842527
"1730",2003,40,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",133.232350826567
"1731",2005,40,"1. Male","2. Married","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",123.089699847943
"1732",2006,41,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",119.013345237399
"1733",2008,28,"1. Male","4. Divorced","4. Other",NA,"2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",76.8936025176112
"1734",2005,27,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",145.805163374625
"1735",2007,36,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",163.515863976238
"1736",2009,48,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",94.0727147457005
"1737",2005,48,"1. Male","4. Divorced","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",128.680488220624
"1738",2006,56,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",86.6951548289402
"1739",2003,43,"1. Male","5. Separated","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",79.8549003093467
"1740",2003,39,"1. Male","2. Married","3. Asian","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",68.7480877337669
"1741",2004,49,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",111.720849360989
"1742",2008,72,"1. Male","2. Married","2. Black","5. Advanced Degree","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",87.9810327856054
"1743",2003,25,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic",NA,"1. <=Good",NA,86.6951548289402
"1744",2008,54,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",163.515863976238
"1745",2004,46,"1. Male","5. Separated","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",94.0727147457005
"1746",2003,46,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",99.6894636984864
"1747",2008,57,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",110.782650276254
"1748",2008,57,"1. Male","2. Married","4. Other","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",94.0727147457005
"1749",2007,43,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",65.1108537153447
"1750",2004,18,"1. Male","1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good",NA,41.7049904993395
"1751",2005,31,"1. Male","1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",73.7757432746946
"1752",2007,51,"1. Male","2. Married","3. Asian","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","2. No",81.2832532842527
"1753",2003,NA,"1. Male","1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",34.6074177301288
"1754",2006,30,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",118.884359339886
"1755",2003,34,"1. Male","4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",105.927810775063
"1756",2004,44,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",102.870246933215
"1757",2003,38,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",134.705375118879
"1758",2005,34,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",111.720849360989
"1759",2003,50,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",134.705375118879
"1760",2005,25,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",66.9616443217359
"1761",2005,48,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",152.216806827106
"1762",2003,34,"1. Male","4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",73.7757432746946
"1763",2009,49,"1. Male","4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",99.6894636984864
"1764",2009,31,"1. Male","1. Never Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",82.6796372966372
"1765",2007,NA,"1. Male","1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial",NA,"2. No",84.1000101164483
"1766",2005,50,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",141.77517233318
"1767",2005,49,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",176.989650489877
"1768",2005,42,"1. Male","4. Divorced","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",111.720849360989
"1769",2004,40,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",118.884359339886
"1770",2009,57,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",106.921814091211
"1771",2009,47,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",51.2396549228382
"1772",2004,25,"1. Male","1. Never Married",NA,"2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",54.5981500331442
"1773",2004,25,"1. Male","1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",91.6992261117042
"1774",2006,54,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",132.487821126123
"1775",2006,45,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",101.402052302992
"1776",2008,35,"1. Male","2. Married","3. Asian","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",65.1108537153447
"1777",2007,38,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",166.324941233877
"1778",2006,37,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",75.0431540173515
"1779",2008,33,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",128.680488220624
"1780",2006,43,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",127.115743812184
"1781",2006,30,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",118.884359339886
"1782",2005,41,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",91.6992261117042
"1783",2003,41,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",82.6796372966372
"1784",2003,80,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",82.6796372966372
"1785",2005,36,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",118.884359339886
"1786",2003,52,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",96.3706528322308
"1787",2004,48,"1. Male","2. Married","2. Black","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",85.3839403789827
"1788",2004,54,"1. Male","4. Divorced","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",87.9810327856054
"1789",2008,39,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",276.778413321176
"1790",2006,22,"1. Male","2. Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",90.4819133566401
"1791",2007,49,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",106.921814091211
"1792",2007,28,"1. Male","2. Married",NA,"2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",139.703071527658
"1793",2004,51,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",81.2832532842527
"1794",2009,36,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",94.0727147457005
"1795",2006,41,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",118.884359339886
"1796",2006,29,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",109.833985642199
"1797",2005,32,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",84.0459576539924
"1798",2006,70,"1. Male","1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",87.9810327856054
"1799",2006,50,"1. Male","3. Widowed","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",109.833985642199
"1800",2007,23,"1. Male",NA,"1. White",NA,"2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",73.4544282607621
"1801",2009,45,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",127.115743812184
"1802",2007,39,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",148.413159102577
"1803",2005,30,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",114.475713290347
"1804",2005,34,"1. Male","1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",82.6796372966372
"1805",2003,42,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",116.265324062503
"1806",2006,44,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",94.0727147457005
"1807",2004,37,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",75.8954848228103
"1808",2003,60,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",73.7757432746946
"1809",2007,50,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",70.4760196469445
"1810",2007,31,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",149.055895589404
"1811",NA,24,"1. Male","1. Never Married","1. White",NA,"2. Middle Atlantic","1. Industrial",NA,"2. No",66.2330957333126
"1812",2005,31,"1. Male","1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",123.089699847943
"1813",2008,46,"1. Male","4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",110.172930287822
"1814",2008,51,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",118.884359339886
"1815",2006,37,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",92.8958447894966
"1816",2009,21,"1. Male","1. Never Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",102.870246933215
"1817",2006,47,"1. Male","2. Married","2. Black","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",145.143601176911
"1818",2007,37,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",92.7295279091354
"1819",2006,43,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",127.115743812184
"1820",2008,38,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",89.4924795180001
"1821",2006,42,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",85.3839403789827
"1822",2005,40,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",120.926701544426
"1823",NA,29,"1. Male","2. Married","1. White",NA,"2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",102.870246933215
"1824",2003,33,"1. Male","1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",114.475713290347
"1825",2004,48,"1. Male","1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",107.903923866876
"1826",2009,51,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",118.884359339886
"1827",NA,NA,"1. Male","1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic",NA,"2. >=Very Good",NA,75.0431540173515
"1828",2004,40,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",193.866878146586
"1829",2007,48,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",109.833985642199
"1830",2008,36,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",107.903923866876
"1831",2006,47,"1. Male","2. Married","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",27.1405792079024
"1832",2009,42,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",101.82435207568
"1833",2004,40,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",131.737801155001
"1834",2004,36,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",128.680488220624
"1835",2008,46,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",160.642475408263
"1836",2007,62,"1. Male","4. Divorced","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",109.833985642199
"1837",2008,34,"1. Male","1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",108.874525834712
"1838",2003,33,"1. Male","4. Divorced","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",120.589436530402
"1839",2006,54,"1. Male","5. Separated","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",277.79948020565
"1840",2003,52,"1. Male","4. Divorced","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",22.9624006796429
"1841",NA,NA,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",81.2832532842527
"1842",2008,44,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",123.908567597957
"1843",2009,51,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",104.921506533664
"1844",2005,35,"1. Male","1. Never Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",125.20428658029
"1845",2007,30,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",131.737801155001
"1846",2004,40,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",99.6894636984864
"1847",2005,43,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",176.989650489877
"1848",2007,42,"1. Male","2. Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",89.4924795180001
"1849",2003,25,"1. Male",NA,"1. White",NA,"2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",65.1108537153447
"1850",2004,44,"1. Male","4. Divorced","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",79.8549003093467
"1851",2008,34,"1. Male","2. Married","2. Black","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",74.412963512917
"1852",2004,59,"1. Male","2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",189.244162932803
"1853",2003,46,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",114.475713290347
"1854",2007,42,"1. Male","3. Widowed","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",85.3839403789827
"1855",2004,47,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",131.224593755096
"1856",2007,66,"1. Male","4. Divorced","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",70.4760196469445
"1857",2005,45,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",87.9810327856054
"1858",2006,37,"1. Male","2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",94.0727147457005
"1859",2009,54,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",99.6894636984864
"1860",2009,33,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",267.901086855275
"1861",2006,49,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",87.9810327856054
"1862",2007,51,"1. Male","1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",148.155046727428
"1863",2008,34,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",99.6894636984864
"1864",2004,31,"1. Male","1. Never Married","2. Black","1. < HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",109.833985642199
"1865",2009,55,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",101.82435207568
"1866",2003,65,"1. Male","2. Married","4. Other","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",71.3196387942183
"1867",2003,56,"1. Male","4. Divorced","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",109.833985642199
"1868",2006,32,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",76.8936025176112
"1869",2009,47,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",109.833985642199
"1870",2008,43,"1. Male","4. Divorced","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",73.7757432746946
"1871",2006,59,"1. Male","1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",117.146816914805
"1872",2006,55,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",81.2832532842527
"1873",2007,45,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",130.982177377461
"1874",2008,58,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",139.213788138664
"1875",2005,36,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",140.051197616953
"1876",2006,41,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",81.2832532842527
"1877",2007,47,"1. Male","2. Married","2. Black","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",73.7757432746946
"1878",2009,41,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",117.146816914805
"1879",2005,43,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",109.833985642199
"1880",2003,34,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",111.720849360989
"1881",2007,33,"1. Male","1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",99.6894636984864
"1882",2009,43,"1. Male","5. Separated","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",86.6951548289402
"1883",2003,46,"1. Male","2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",106.723977625299
"1884",2008,34,"1. Male","2. Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",108.874525834712
"1885",2005,55,"1. Male","2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",277.601417511009
"1886",2003,57,"1. Male","2. Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",104.921506533664
"1887",2009,47,"1. Male","2. Married","2. Black","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",160.642475408263
"1888",2009,51,"1. Male","2. Married","3. Asian","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",107.903923866876
"1889",2008,34,"1. Male","2. Married","2. Black","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",123.089699847943
"1890",2006,38,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",200.543262324662
"1891",2009,39,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",156.503510882633
"1892",2008,30,"1. Male","2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",127.115743812184
"1893",2009,63,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",171.765132627508
"1894",2006,61,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",196.125272594255
"1895",2004,51,"1. Male","2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",88.8315691738134
"1896",2005,57,"1. Male","2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",70.8150386167557
"1897",2003,43,"1. Male","2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",73.7757432746946
"1898",2009,54,"1. Male","2. Married","3. Asian","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",94.0727147457005
"1899",2009,38,"1. Male","2. Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",311.934568896444
